name,GW,position,value,strength_difference,attack_strength_difference,defence_strength_difference,was_home,ict_index_ewma,minutes_ewma,total_points_ewma,total_points
Max Dowman,3,MID,45,-1.0,-30.0,10.0,0,1.7,26.0,4.0,1
Max Weiß,1,GK,45,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Max Weiß,2,GK,45,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Max Weiß,3,GK,45,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Maxence Lacroix,1,DEF,50,-1.0,-90.0,40.0,0,0.0,0.0,0.0,8
Maxence Lacroix,2,DEF,50,0.0,-60.0,-70.0,1,3.1,90.0,8.0,3
Maxence Lacroix,3,DEF,50,0.0,-10.0,80.0,0,3.666666666666667,90.0,6.333333333333334,11
Maxim De Cuyper,1,DEF,45,0.0,-30.0,80.0,1,0.0,0.0,0.0,2
Maxim De Cuyper,2,DEF,45,0.0,80.0,70.0,0,4.6,90.0,2.0,0
Maxim De Cuyper,3,DEF,45,-1.0,-290.0,-40.0,1,3.4000000000000004,82.0,1.3333333333333335,2
Maxime Estève,1,DEF,40,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,1
Maxime Estève,2,DEF,40,0.0,0.0,0.0,1,3.7,90.0,1.0,6
Maxime Estève,3,DEF,40,-1.0,-50.0,-60.0,0,3.2000000000000006,87.33333333333334,2.666666666666667,1
Maximilian Kilman,1,DEF,45,1.0,50.0,50.0,0,0.0,0.0,0.0,0
Maximilian Kilman,2,DEF,45,-1.0,-200.0,-90.0,1,4.3,90.0,0.0,0
Maximilian Kilman,3,DEF,44,0.0,-80.0,-50.0,0,3.2333333333333334,90.0,0.0,6
Maxwel Cornet,1,MID,50,1.0,50.0,50.0,0,0.0,0.0,0.0,0
Maxwel Cornet,2,MID,50,-1.0,-200.0,-90.0,1,0.0,0.0,0.0,0
Maxwel Cornet,3,MID,49,0.0,-80.0,-50.0,0,0.0,0.0,0.0,0
Michael Kayode,1,DEF,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,1
Michael Kayode,2,DEF,45,0.0,-220.0,-40.0,1,3.8,90.0,1.0,10
Michael Kayode,3,DEF,45,1.0,30.0,240.0,0,3.7,88.0,4.0,1
Michael Keane,1,DEF,45,1.0,90.0,40.0,0,0.0,0.0,0.0,2
Michael Keane,2,DEF,45,0.0,-70.0,-80.0,1,2.4,90.0,2.0,8
Michael Keane,3,DEF,45,0.0,20.0,10.0,0,2.4,90.0,4.0,3
Michael Obafemi,1,FWD,45,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Michael Obafemi,2,FWD,45,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Michael Obafemi,3,FWD,45,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Micky van de Ven,1,DEF,45,1.0,50.0,110.0,1,0.0,0.0,0.0,6
Micky van de Ven,2,DEF,45,-1.0,-200.0,0.0,0,2.7,90.0,6.0,6
Micky van de Ven,3,DEF,46,0.0,-100.0,0.0,1,2.2333333333333334,90.0,6.0,1
Mike Penders,1,GK,40,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
Mike Penders,2,GK,40,1.0,90.0,200.0,0,0.0,0.0,0.0,0
Mike Penders,3,GK,40,1.0,30.0,90.0,1,0.0,0.0,0.0,0
Mike Trésor Ndayishimiye,1,MID,45,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Mike Trésor Ndayishimiye,2,MID,45,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Mike Trésor Ndayishimiye,3,MID,45,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Mikel Merino Zazón,1,MID,60,1.0,250.0,190.0,0,0.0,0.0,0.0,1
Mikel Merino Zazón,2,MID,60,2.0,250.0,240.0,1,0.1,7.0,1.0,0
Mikel Merino Zazón,3,MID,59,-1.0,-30.0,10.0,0,0.06666666666666668,4.666666666666667,0.6666666666666667,3
Mikey Moore,1,MID,50,1.0,50.0,110.0,1,0.0,0.0,0.0,0
Mikey Moore,2,MID,50,-1.0,-200.0,0.0,0,0.0,0.0,0.0,0
Mikey Moore,3,MID,50,0.0,-100.0,0.0,1,0.0,0.0,0.0,0
Mikkel Damsgaard,1,MID,60,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Mikkel Damsgaard,2,MID,59,0.0,-220.0,-40.0,1,0.0,0.0,0.0,5
Mikkel Damsgaard,3,MID,59,1.0,30.0,240.0,0,2.833333333333333,30.0,1.6666666666666665,2
Milan Aleksić,1,MID,50,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Milan Aleksić,2,MID,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Milan Aleksić,3,MID,49,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Milos Kerkez,1,DEF,60,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Milos Kerkez,2,DEF,60,1.0,90.0,250.0,0,1.0,59.0,0.0,1
Milos Kerkez,3,DEF,60,1.0,-10.0,30.0,1,1.3,69.33333333333334,0.3333333333333333,6
Miodrag Pivaš,1,DEF,40,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Miodrag Pivaš,2,DEF,40,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,0
Miodrag Pivaš,3,DEF,40,2.0,120.0,270.0,0,0.0,0.0,0.0,0
Mitoma Kaoru,1,MID,65,0.0,-30.0,80.0,1,0.0,0.0,0.0,2
Mitoma Kaoru,2,MID,65,0.0,80.0,70.0,0,0.6,82.0,2.0,2
Mitoma Kaoru,3,MID,64,-1.0,-290.0,-40.0,1,2.5666666666666664,84.66666666666667,2.0,5
Mohamed Salah,1,MID,145,2.0,90.0,220.0,1,0.0,0.0,0.0,8
Mohamed Salah,2,MID,145,1.0,90.0,250.0,0,13.4,90.0,8.0,5
Mohamed Salah,3,MID,145,1.0,-10.0,30.0,1,10.76666666666667,90.0,7.0,3
Mohammed Kudus,1,MID,65,1.0,50.0,110.0,1,0.0,0.0,0.0,10
Mohammed Kudus,2,MID,65,-1.0,-200.0,0.0,0,13.0,84.0,10.0,3
Mohammed Kudus,3,MID,66,0.0,-100.0,0.0,1,9.733333333333334,84.33333333333334,7.666666666666668,2
Moisés Caicedo Corozo,1,MID,55,1.0,-40.0,90.0,1,0.0,0.0,0.0,5
Moisés Caicedo Corozo,2,MID,55,1.0,90.0,200.0,0,3.7,90.0,5.0,8
Moisés Caicedo Corozo,3,MID,55,1.0,30.0,90.0,1,4.9,90.0,6.0,4
Morgan Gibbs-White,1,MID,75,0.0,-140.0,100.0,1,0.0,0.0,0.0,5
Morgan Gibbs-White,2,MID,75,0.0,70.0,60.0,0,9.6,83.0,5.0,2
Morgan Gibbs-White,3,MID,75,0.0,50.0,80.0,1,7.133333333333334,82.33333333333334,4.000000000000001,2
Morgan Rogers,1,MID,70,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,3
Morgan Rogers,2,MID,70,0.0,40.0,220.0,0,3.1,90.0,3.0,2
Morgan Rogers,3,MID,70,0.0,-80.0,10.0,1,3.5,90.0,2.6666666666666665,2
Murillo Costa dos Santos,1,DEF,55,0.0,-140.0,100.0,1,0.0,0.0,0.0,2
Murillo Costa dos Santos,2,DEF,55,0.0,70.0,60.0,0,1.3,90.0,2.0,1
Murillo Costa dos Santos,3,DEF,55,0.0,50.0,80.0,1,1.5333333333333334,90.0,1.6666666666666667,1
Mykhailo Mudryk,1,MID,50,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
Mykhailo Mudryk,2,MID,50,1.0,90.0,200.0,0,0.0,0.0,0.0,0
Mykhailo Mudryk,3,MID,50,1.0,30.0,90.0,1,0.0,0.0,0.0,0
Myles Lewis-Skelly,1,DEF,55,1.0,250.0,190.0,0,0.0,0.0,0.0,0
Myles Lewis-Skelly,2,DEF,55,2.0,250.0,240.0,1,0.0,18.0,0.0,1
Myles Lewis-Skelly,3,DEF,54,-1.0,-30.0,10.0,0,0.26666666666666666,20.666666666666668,0.3333333333333333,0
Myles Peart-Harris,1,MID,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Myles Peart-Harris,2,MID,45,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Myles Peart-Harris,3,MID,45,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Naouirou Ahamada,1,MID,45,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Naouirou Ahamada,2,MID,45,0.0,-60.0,-70.0,1,0.0,0.0,0.0,0
Naouirou Ahamada,3,MID,45,0.0,-10.0,80.0,0,0.0,0.0,0.0,0
Nathan Aké,1,DEF,55,1.0,130.0,300.0,0,0.0,0.0,0.0,0
Nathan Aké,2,DEF,55,1.0,0.0,200.0,1,0.0,0.0,0.0,1
Nathan Aké,3,DEF,55,1.0,40.0,290.0,0,1.0,22.333333333333332,0.3333333333333333,0
Nathan Collins,1,DEF,50,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Nathan Collins,2,DEF,50,0.0,-220.0,-40.0,1,1.5,90.0,0.0,9
Nathan Collins,3,DEF,50,1.0,30.0,240.0,0,1.9,90.0,3.0,3
Nathan Fraser,1,FWD,45,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Nathan Fraser,2,FWD,45,0.0,-100.0,50.0,0,0.0,0.0,0.0,0
Nathan Fraser,3,FWD,45,0.0,-10.0,-20.0,1,0.0,0.0,0.0,0
Nathan Patterson,1,DEF,45,1.0,90.0,40.0,0,0.0,0.0,0.0,0
Nathan Patterson,2,DEF,45,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Nathan Patterson,3,DEF,45,0.0,20.0,10.0,0,0.0,0.0,0.0,0
Nathaniel Clyne,1,DEF,40,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Nathaniel Clyne,2,DEF,40,0.0,-60.0,-70.0,1,0.0,0.0,0.0,0
Nathaniel Clyne,3,DEF,40,0.0,-10.0,80.0,0,0.0,0.0,0.0,1
Nayef Aguerd,1,DEF,45,1.0,50.0,50.0,0,0.0,0.0,0.0,1
Nayef Aguerd,2,DEF,45,-1.0,-200.0,-90.0,1,1.8,90.0,1.0,2
Nayef Aguerd,3,DEF,45,0.0,-80.0,-50.0,0,2.3,90.0,1.3333333333333335,0
Nazarii Rusyn,1,FWD,45,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Nazarii Rusyn,2,FWD,45,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Nazarii Rusyn,3,FWD,45,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Neco Williams,1,DEF,50,0.0,-140.0,100.0,1,0.0,0.0,0.0,1
Neco Williams,2,DEF,50,0.0,70.0,60.0,0,5.0,90.0,1.0,2
Neco Williams,3,DEF,50,0.0,50.0,80.0,1,3.9000000000000004,90.0,1.3333333333333335,1
Nectarios Triantis,1,MID,45,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Nectarios Triantis,2,MID,45,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Nectarios Triantis,3,MID,45,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Niall Huggins,1,DEF,40,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Niall Huggins,2,DEF,40,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Niall Huggins,3,DEF,40,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Nick Pope,1,GK,50,1.0,30.0,210.0,0,0.0,0.0,0.0,9
Nick Pope,2,GK,50,-1.0,-250.0,-90.0,1,2.7,90.0,9.0,4
Nick Pope,3,GK,50,2.0,120.0,270.0,0,2.1333333333333337,90.0,7.333333333333334,5
Niclas Füllkrug,1,FWD,60,1.0,50.0,50.0,0,0.0,0.0,0.0,2
Niclas Füllkrug,2,FWD,60,-1.0,-200.0,-90.0,1,4.9,90.0,2.0,1
Niclas Füllkrug,3,FWD,59,0.0,-80.0,-50.0,0,3.733333333333334,75.0,1.6666666666666667,2
Nico González Iglesias,1,MID,60,1.0,130.0,300.0,0,0.0,0.0,0.0,3
Nico González Iglesias,2,MID,60,1.0,0.0,200.0,1,3.6,90.0,3.0,1
Nico González Iglesias,3,MID,60,1.0,40.0,290.0,0,2.966666666666667,84.66666666666667,2.3333333333333335,0
Nico O'Reilly,1,DEF,50,1.0,130.0,300.0,0,0.0,0.0,0.0,0
Nico O'Reilly,2,DEF,50,1.0,0.0,200.0,1,0.5,24.0,0.0,0
Nico O'Reilly,3,DEF,49,1.0,40.0,290.0,0,0.33333333333333337,16.0,0.0,1
Nicolas Jackson,1,FWD,65,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
Nicolas Jackson,2,FWD,65,1.0,90.0,200.0,0,0.0,0.0,0.0,0
Nicolas Jackson,3,FWD,65,1.0,30.0,90.0,1,0.0,0.0,0.0,0
Nicolás Domínguez,1,MID,50,0.0,-140.0,100.0,1,0.0,0.0,0.0,0
Nicolás Domínguez,2,MID,50,0.0,70.0,60.0,0,0.0,0.0,0.0,0
Nicolás Domínguez,3,MID,50,0.0,50.0,80.0,1,0.0,0.0,0.0,0
Nikola Milenković,1,DEF,55,0.0,-140.0,100.0,1,0.0,0.0,0.0,2
Nikola Milenković,2,DEF,55,0.0,70.0,60.0,0,1.8,90.0,2.0,2
Nikola Milenković,3,DEF,55,0.0,50.0,80.0,1,1.8333333333333335,90.0,2.0,1
Noah Okafor,2,MID,55,-2.0,-240.0,-250.0,0,0.0,0.0,0.0,1
Noah Okafor,3,MID,55,-2.0,-270.0,-120.0,1,0.5,24.0,1.0,0
Noah Sadiki,1,MID,50,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,3
Noah Sadiki,2,MID,50,0.0,0.0,0.0,0,1.5,90.0,3.0,2
Noah Sadiki,3,MID,50,-1.0,-240.0,-30.0,1,1.7666666666666666,90.0,2.6666666666666665,2
Noni Madueke,1,MID,70,1.0,250.0,190.0,0,0.0,0.0,0.0,1
Noni Madueke,2,MID,70,2.0,250.0,240.0,1,1.4,30.0,1.0,3
Noni Madueke,3,MID,70,-1.0,-30.0,10.0,0,2.3666666666666663,41.0,1.6666666666666667,2
Norberto Bercique Gomes Betuncal,1,FWD,55,1.0,90.0,40.0,0,0.0,0.0,0.0,2
Norberto Bercique Gomes Betuncal,2,FWD,55,0.0,-70.0,-80.0,1,2.0,90.0,2.0,0
Norberto Bercique Gomes Betuncal,3,FWD,54,0.0,20.0,10.0,0,1.5000000000000002,68.66666666666667,1.3333333333333335,7
Norberto Murara Neto,1,GK,45,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Norberto Murara Neto,2,GK,45,0.0,-50.0,100.0,1,0.0,0.0,0.0,0
Norberto Murara Neto,3,GK,45,0.0,0.0,100.0,0,0.0,0.0,0.0,0
Nordi Mukiele,2,DEF,40,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Nordi Mukiele,3,DEF,40,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,4
Noussair Mazraoui,1,DEF,50,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Noussair Mazraoui,2,DEF,50,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Noussair Mazraoui,3,DEF,49,1.0,60.0,50.0,1,0.0,0.0,0.0,1
Odsonne Édouard,1,FWD,50,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Odsonne Édouard,2,FWD,50,0.0,-60.0,-70.0,1,0.0,0.0,0.0,1
Odsonne Édouard,3,FWD,50,0.0,-10.0,80.0,0,0.06666666666666667,0.6666666666666666,0.3333333333333333,0
Odysseas Vlachodimos,1,GK,40,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Odysseas Vlachodimos,2,GK,40,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,0
Odysseas Vlachodimos,3,GK,40,2.0,120.0,270.0,0,0.0,0.0,0.0,0
Ola Aina,1,DEF,50,0.0,-140.0,100.0,1,0.0,0.0,0.0,4
Ola Aina,2,DEF,50,0.0,70.0,60.0,0,4.5,90.0,4.0,1
Ola Aina,3,DEF,50,0.0,50.0,80.0,1,3.4666666666666672,90.0,3.0000000000000004,1
Oleksandr Zinchenko,1,DEF,50,1.0,250.0,190.0,0,0.0,0.0,0.0,0
Oleksandr Zinchenko,2,DEF,50,2.0,250.0,240.0,1,0.0,0.0,0.0,0
Oleksandr Zinchenko,3,DEF,49,-1.0,-30.0,10.0,0,0.0,0.0,0.0,0
Oliver Sonne,1,DEF,40,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,1
Oliver Sonne,2,DEF,40,0.0,0.0,0.0,1,2.7,73.0,1.0,1
Oliver Sonne,3,DEF,40,-1.0,-50.0,-60.0,0,1.8000000000000003,55.66666666666667,1.0,1
Olivier Boscagli,1,DEF,45,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Olivier Boscagli,2,DEF,45,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Olivier Boscagli,3,DEF,44,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Ollie Scarles,1,DEF,45,1.0,50.0,50.0,0,0.0,0.0,0.0,0
Ollie Scarles,2,DEF,45,-1.0,-200.0,-90.0,1,0.0,0.0,0.0,0
Ollie Scarles,3,DEF,45,0.0,-80.0,-50.0,0,0.0,0.0,0.0,0
Ollie Watkins,1,FWD,90,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,2
Ollie Watkins,2,FWD,90,0.0,40.0,220.0,0,5.0,90.0,2.0,2
Ollie Watkins,3,FWD,89,0.0,-80.0,10.0,1,4.6000000000000005,90.0,2.0,2
Oluwaseun Adewumi,1,MID,45,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Oluwaseun Adewumi,2,MID,45,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Oluwaseun Adewumi,3,MID,45,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Omar Alderete,1,DEF,40,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,4
Omar Alderete,2,DEF,40,0.0,0.0,0.0,0,4.4,37.0,4.0,1
Omar Alderete,3,DEF,40,-1.0,-240.0,-30.0,1,4.300000000000001,54.66666666666667,3.0000000000000004,4
Omar Marmoush,1,MID,85,1.0,130.0,300.0,0,0.0,0.0,0.0,1
Omar Marmoush,2,MID,84,1.0,0.0,200.0,1,0.7,24.0,1.0,1
Omar Marmoush,3,MID,84,1.0,40.0,290.0,0,2.2,33.666666666666664,1.0,7
Omar Richards,1,DEF,45,0.0,-140.0,100.0,1,0.0,0.0,0.0,0
Omar Richards,2,DEF,45,0.0,70.0,60.0,0,0.0,0.0,0.0,0
Omar Richards,3,DEF,45,0.0,50.0,80.0,1,0.0,0.0,0.0,0
Omari Hutchinson,2,MID,55,0.0,70.0,60.0,0,0.0,0.0,0.0,1
Omari Hutchinson,3,MID,55,0.0,50.0,80.0,1,0.5,8.0,1.0,1
Oscar Bobb,1,MID,55,1.0,130.0,300.0,0,0.0,0.0,0.0,6
Oscar Bobb,2,MID,55,1.0,0.0,200.0,1,5.8,90.0,6.0,2
Oscar Bobb,3,MID,55,1.0,40.0,290.0,0,5.733333333333333,84.66666666666667,4.666666666666667,2
Owen Bevan,1,DEF,40,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Owen Bevan,2,DEF,40,0.0,-50.0,100.0,1,0.0,0.0,0.0,0
Owen Bevan,3,DEF,40,0.0,0.0,100.0,0,0.0,0.0,0.0,0
Owen Dodgson,1,DEF,40,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Owen Dodgson,2,DEF,40,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Owen Dodgson,3,DEF,40,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Pape Matar Sarr,1,MID,50,1.0,50.0,110.0,1,0.0,0.0,0.0,6
Pape Matar Sarr,2,MID,50,-1.0,-200.0,0.0,0,5.4,90.0,6.0,3
Pape Matar Sarr,3,MID,50,0.0,-100.0,0.0,1,4.500000000000001,90.0,5.0,2
Paris Maghoma,1,MID,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Paris Maghoma,2,MID,45,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Paris Maghoma,3,MID,45,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Pascal Struijk,1,DEF,45,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,8
Pascal Struijk,2,DEF,45,-2.0,-240.0,-250.0,0,4.4,90.0,8.0,0
Pascal Struijk,3,DEF,45,-2.0,-270.0,-120.0,1,4.066666666666667,90.0,5.333333333333334,6
Patrick Bamford,1,FWD,50,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,0
Patrick Bamford,2,FWD,50,-2.0,-240.0,-250.0,0,0.0,0.0,0.0,0
Patrick Bamford,3,FWD,49,-2.0,-270.0,-120.0,1,0.0,0.0,0.0,0
Patrick Dorgu,1,DEF,45,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,1
Patrick Dorgu,2,DEF,45,0.0,-10.0,10.0,0,2.0,90.0,1.0,2
Patrick Dorgu,3,DEF,45,1.0,60.0,50.0,1,1.8333333333333335,90.0,1.3333333333333335,0
Patrick Roberts,1,MID,55,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Patrick Roberts,2,MID,54,0.0,0.0,0.0,0,0.0,0.0,0.0,1
Patrick Roberts,3,MID,54,-1.0,-240.0,-30.0,1,0.4666666666666666,9.0,0.3333333333333333,0
Pau Torres,1,DEF,45,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Pau Torres,2,DEF,45,0.0,40.0,220.0,0,0.0,0.0,0.0,2
Pau Torres,3,DEF,45,0.0,-80.0,10.0,1,1.0666666666666667,30.0,0.6666666666666666,1
Pedro Cardoso de Lima,1,DEF,40,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Pedro Cardoso de Lima,2,DEF,40,0.0,-100.0,50.0,0,0.0,0.0,0.0,0
Pedro Cardoso de Lima,3,DEF,40,0.0,-10.0,-20.0,1,0.0,0.0,0.0,0
Pedro Lomba Neto,1,MID,70,1.0,-40.0,90.0,1,0.0,0.0,0.0,3
Pedro Lomba Neto,2,MID,70,1.0,90.0,200.0,0,6.2,90.0,3.0,7
Pedro Lomba Neto,3,MID,70,1.0,30.0,90.0,1,7.0,90.0,4.333333333333333,3
Pedro Porro Sauceda,1,DEF,55,1.0,50.0,110.0,1,0.0,0.0,0.0,6
Pedro Porro Sauceda,2,DEF,55,-1.0,-200.0,0.0,0,6.5,90.0,6.0,5
Pedro Porro Sauceda,3,DEF,56,0.0,-100.0,0.0,1,6.233333333333334,90.0,5.666666666666666,4
Pervis Estupiñán Tenorio,1,DEF,45,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Pervis Estupiñán Tenorio,2,DEF,45,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Pervis Estupiñán Tenorio,3,DEF,45,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Phil Foden,1,MID,80,1.0,130.0,300.0,0,0.0,0.0,0.0,0
Phil Foden,2,MID,80,1.0,0.0,200.0,1,0.0,0.0,0.0,1
Phil Foden,3,MID,80,1.0,40.0,290.0,0,1.0666666666666667,5.0,0.3333333333333333,0
Philip Billing,1,MID,50,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Philip Billing,2,MID,50,0.0,-50.0,100.0,1,0.0,0.0,0.0,0
Philip Billing,3,MID,49,0.0,0.0,100.0,0,0.0,0.0,0.0,0
Pierre Ekwah Elimby,1,MID,45,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Pierre Ekwah Elimby,2,MID,45,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Pierre Ekwah Elimby,3,MID,45,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Quilindschy Hartman,1,DEF,40,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,1
Quilindschy Hartman,2,DEF,40,0.0,0.0,0.0,1,2.7,90.0,1.0,6
Quilindschy Hartman,3,DEF,40,-1.0,-50.0,-60.0,0,2.7666666666666666,90.0,2.666666666666667,1
Radu Drăgușin,1,DEF,45,1.0,50.0,110.0,1,0.0,0.0,0.0,0
Radu Drăgușin,2,DEF,45,-1.0,-200.0,0.0,0,0.0,0.0,0.0,0
Radu Drăgușin,3,DEF,45,0.0,-100.0,0.0,1,0.0,0.0,0.0,0
Rasmus Højlund,1,FWD,65,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Rasmus Højlund,2,FWD,64,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Rasmus Højlund,3,FWD,64,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Rayan Aït-Nouri,1,DEF,60,1.0,130.0,300.0,0,0.0,0.0,0.0,9
Rayan Aït-Nouri,2,DEF,60,1.0,0.0,200.0,1,4.7,90.0,9.0,1
Rayan Aït-Nouri,3,DEF,60,1.0,40.0,290.0,0,3.1333333333333337,67.33333333333334,6.333333333333334,0
Rayan Cherki,1,MID,65,1.0,130.0,300.0,0,0.0,0.0,0.0,6
Rayan Cherki,2,MID,65,1.0,0.0,200.0,1,4.6,17.0,6.0,1
Rayan Cherki,3,MID,65,1.0,40.0,290.0,0,4.666666666666667,29.0,4.333333333333333,0
Raúl Jiménez Rodríguez,1,FWD,65,0.0,-80.0,30.0,0,0.0,0.0,0.0,2
Raúl Jiménez Rodríguez,2,FWD,65,0.0,-10.0,10.0,1,0.7,65.0,2.0,1
Raúl Jiménez Rodríguez,3,FWD,64,-1.0,-90.0,-30.0,0,0.6333333333333333,49.66666666666667,1.6666666666666667,1
Reece James,1,DEF,55,1.0,-40.0,90.0,1,0.0,0.0,0.0,5
Reece James,2,DEF,55,1.0,90.0,200.0,0,6.4,78.0,5.0,1
Reece James,3,DEF,55,1.0,30.0,90.0,1,4.866666666666667,59.00000000000001,3.6666666666666674,1
Reece Welch,1,DEF,40,1.0,90.0,40.0,0,0.0,0.0,0.0,0
Reece Welch,2,DEF,40,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Reece Welch,3,DEF,40,0.0,20.0,10.0,0,0.0,0.0,0.0,0
Reinildo Mandava,1,DEF,40,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,6
Reinildo Mandava,2,DEF,40,0.0,0.0,0.0,0,1.6,90.0,6.0,3
Reinildo Mandava,3,DEF,40,-1.0,-240.0,-30.0,1,2.4000000000000004,90.0,5.0,1
Reiss Nelson,1,MID,50,1.0,250.0,190.0,0,0.0,0.0,0.0,0
Reiss Nelson,2,MID,50,2.0,250.0,240.0,1,0.0,0.0,0.0,0
Reiss Nelson,3,MID,50,-1.0,-30.0,10.0,0,0.0,0.0,0.0,0
Remi Matthews,1,GK,40,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Remi Matthews,2,GK,40,0.0,-60.0,-70.0,1,0.0,0.0,0.0,0
Remi Matthews,3,GK,40,0.0,-10.0,80.0,0,0.0,0.0,0.0,0
Remy Rees-Dottin,1,MID,45,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Remy Rees-Dottin,2,MID,45,0.0,-50.0,100.0,1,0.0,0.0,0.0,0
Remy Rees-Dottin,3,MID,45,0.0,0.0,100.0,0,0.0,0.0,0.0,0
Rhys Williams,1,DEF,40,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Rhys Williams,2,DEF,40,1.0,90.0,250.0,0,0.0,0.0,0.0,0
Rhys Williams,3,DEF,40,1.0,-10.0,30.0,1,0.0,0.0,0.0,0
Riccardo Calafiori,1,DEF,55,1.0,250.0,190.0,0,0.0,0.0,0.0,13
Riccardo Calafiori,2,DEF,55,2.0,250.0,240.0,1,7.3,71.0,13.0,13
